"No options found in config node %s","No se encontraron opciones en el nodo de configuración %s"
"Problem loading a record, aborting. Error: %s","Problema al cargar un registro, abortando. Error: %s"
"Problem loading the collection, aborting. Error: %s","Problema al cargar la recopilación, abortando. Error: %s"
"Problem saving a record, aborting. Error: ","Problema al guardar un registro, abortando. Error: "
"Problem saving the collection, aborting. Error: %s","Problema al guardar la recopilación, abortando. Error: %s"
"Saved ","Guardados"
"Scope must not be changed, because the attribute is used in configurable products.","El alcance no debe ser cambiado, porque el atributo es usado en la configuración de productos."
"The attribute code '%s' is reserved by system. Please, try another attribute code.","El código del atributo '%s' esta reservado por el sistema. Trate con otro código de atributo por favor."
"Unknown parameter","Parámetro desconocido"
"Valid store_id is expected!","¡store_id  válido esperado!"
"Value of attribute ""%s"" must be unique","Valor de atributo ""%s"" debe ser único"
"Wrong attribute ID","Atributo ID erróneo"
"Wrong attribute group ID","Grupo de atributo ID erróneo"
"Wrong attribute set ID","Configuración de atributo ID erróneo"
"Wrong entity ID","Entidad ID errónea"
"Yes","Sí"
